entry_type,cid,id,rtype,name,url,contact,description,geoextent,geocoverage,geocoverage_codes,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,technology,uptake,cross_border,cross_sector,type,status,lead_organisation:name,lead_organisation:category
case,10006,60152,Service,"UK Directgov Syndication",https://webarchive.nationalarchives.gov.uk/+/http://innovate.direct.gov.uk/syndication/,,"UK Directgov Syndication",National,"United Kingdom",GB,"Cabinet Office",Governmental,2010,No,2012,"General public services","Data access",Api,Unknown,No,No,"Data access and reuse",Withdrawn,"Cabinet Office",Governmental
case,10006,60153,Service,"UK Find Your MP",https://findyourmp.parliament.uk/api/search,,"Find Your MP API of the UK Parliament.",National,"United Kingdom",GB,"Government of United Kingdom",Governmental,2010,Yes,,"Executive and legislative organs","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of United Kingdom",Governmental
case,10006,60154,Service,"UK Fish register",https://www.fishregister.gov.uk/ERSDocuments/Scotland/API%20Developers%20Pack-129249598131000000.zip,,"UK Fish register",National,"United Kingdom",GB,"Government of United Kingdom, Electronic recording and reporting system (ERS)",Governmental,2010,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of United Kingdom, Electronic recording and reporting system (ERS)",Governmental
case,10006,60155,Service,"UK FSA Food Alerts API",https://data.food.gov.uk/food-alerts/ui/reference,,"The FSA Food Alerts API provides access to current and recent Food Alerts: Allergy Alerts (AA), Product Recall Information Notices (PRIN) and Food Alerts for Action (FAFA). It provides applications with the facility to list alerts matching some filter criterion, and to retrieve a description of an alert.",National,"United Kingdom",GB,"Food Standards Agency",Governmental,2018,Yes,,"Agriculture, forestry, fishing and hunting","Data access",Api,Unknown,No,No,"Service integration","In production","Food Standards Agency",Governmental
case,10006,60156,Service,"UK Gateway to Research",https://gtr.ukri.org/resources/api.html,,"API of the UK Gateway to Research.",National,"United Kingdom",GB,"Government of United Kingdom, Research and Innovation",Governmental,2016,Yes,,"Basic research","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Government of United Kingdom, Research and Innovation",Governmental
case,10006,60157,Service,"UK Her Majesty Revenue and Costs (HMRC)",https://developer.service.hmrc.gov.uk/api-documentation,,"API of UK Her Majesty Revenue and Costs (HMRC).",National,"United Kingdom",GB,"Her Majesty Revenue and Costs - HMRC (Tax) Gateway (UK)",Governmental,2015,Yes,,"General public services","Data access",Api,Unknown,No,No,"Service integration","In production","Her Majesty Revenue and Costs - HMRC (Tax) Gateway (UK)",Governmental
case,10006,60158,Service,"UK INSPIRE data catalogue",http:s//csw.data.gov.uk/geonetwork/srv/en/csw,,"API of the UK INSPIRE data catalogue.",National,"United Kingdom",GB,"Government of United Kingdom",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of United Kingdom",Governmental
case,10006,60159,Service,"UK Institute development studies",http://api.ids.ac.uk/openapi/,,"API of the UK Institute development studies.",National,"United Kingdom",GB,"Institute for Development Studies",Governmental,2011,Yes,,"Basic research","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Institute for Development Studies",Governmental
case,10006,60160,Service,"UK Legislation",http://www.legislation.gov.uk/search,,"UK Legislation API.",National,"United Kingdom",GB,"National Archives",Governmental,2010,Yes,,"Executive and legislative organs","Data access",Api,Unknown,No,No,"Data access and reuse","In production","National Archives",Governmental
case,10006,60161,Service,"UK Local Government Association Effective Service Delivery",http://about.esd.org.uk/api,,"API of the UK Local Government Association Effective Service Delivery.",National,"United Kingdom",GB,"Local Government Association",Governmental,2018,Yes,,"General public services","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Local Government Association",Governmental
case,10006,60162,Service,"UK Meteo Office Weather Observations",http://wow.metoffice.gov.uk/support/dataformats,,"UK Meteo Office Weather Observations APIs.",National,"United Kingdom",GB,MetOffice,Governmental,2011,Yes,,"General public services","Data access",Api,Unknown,No,No,"Data access and reuse","In production",MetOffice,Governmental
case,10006,60163,Service,"UK National archives",http://discovery.nationalarchives.gov.uk/API/,,"UK National archives",National,"United Kingdom",GB,"National Archives",Governmental,2018,Yes,,"Recreation, culture and religion","Data access",Api,Unknown,No,No,"Data access and reuse","In production","National Archives",Governmental
case,10006,60164,Service,"UK National Health System Clinical Decision Support APIs",https://developer.nhs.uk/apis/,,"ReST and Messaging APIs conforming to the HL7 FHIR standards - covering national systems and also profiles for use in local integration.",National,"United Kingdom",GB,"Department of Health and Social Care (DHSC)",Governmental,2018,Yes,,Health,"Data access",Api,Unknown,No,No,"Service integration","In production","Department of Health and Social Care (DHSC)",Governmental
case,10006,60165,Service,"NextBuses API",https://www.travelinedata.org.uk/traveline-open-data/nextbuses-api/,,"The NextBuses API is an open API offered by Traveline Information Limited, subject to users signing the licence agreement based on the Open Government Licence. The API allows users to access live departure information by stop across Great Britain. Real time information will be provided where it is available and scheduled departures where not. A list of ATCO areas where real time may be accessible is available here (last updated 10th March 2020).",National,"United Kingdom",GB,"Traveline Information Limited",Governmental,2011,Yes,,Transport,"Data access",Api,Unknown,No,No,"Service integration","In production","Traveline Information Limited",Governmental
case,10006,60166,Service,"UK Ordnance Survey",https://developer.ordnancesurvey.co.uk/home,,"APIs of UK Ordnance Survey data.",National,"United Kingdom",GB,"Ordnance Survey",Governmental,2020,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Ordnance Survey",Governmental
case,10006,60167,Service,"UK Police",https://data.police.uk/docs/,,"APIs of UK Police data catalogue.",National,"United Kingdom",GB,"Home Office",Governmental,2018,Yes,,"Public order and safety","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Home Office",Governmental
case,10006,60168,Service,"DataShare - London Borough of Redbridge",https://data.redbridge.gov.uk/api/,,"APIs of the data sharing platform of the London Borough of Redbridge.",Local,"United Kingdom",GB,"City of London",Governmental,2011,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","City of London",Governmental
case,10006,60169,Service,"UK Shrewsbury Museum",https://www.shrewsburymuseum.org.uk/api/,,"UK Shrewsbury Museum",Local,"United Kingdom",GB,"City of Shrewsbury",Governmental,2017,Yes,,"Recreation, culture and religion","Data access",Api,Unknown,No,No,"Data access and reuse","In production","City of Shrewsbury",Governmental
case,10007,70001,Service,"Aragon General Directorate of Contracting, Blockchain Project",https://www.europapress.es/aragon/noticia-aragon-pionera-apostar-tecnologia-blockchain-integrandose-asociacion-alastria-20180917130921.html,,"As part of a larger project aiming to use blockchain in order to transform public administration and the provision of public services, the General Directorate of Contracting within the Government of Aragon has launched a project in which blockchain will be used to register the bids received for public contracts and evaluate them in an automated ways.",National,Spain,ES,"Aragon General Directorate of Contracting",Governmental,2018,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Auditing and logging","In development","Aragon General Directorate of Contracting",Governmental
case,10007,70002,Service,"Basque Government Blockchain project",https://cointelegraph.com/news/spanish-city-of-bilbao-launches-171k-tender-to-develop-public-blockchain-network,,"The city of Bilbao has launched a tender to get ideas for the implementation of blockchain in public services. The winning company would prepare a digital platform to facilitate the exchange of data between different public institutions by using blockchain and smart contracts.",National,Spain,ES,"City of Bilbao",Governmental,2018,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Data access and reuse","In development","City of Bilbao",Governmental
case,10007,70003,Service,"V-ICT-OR Blockchain Project",https://www.vlerick.com/~/media/corporate-marketing/our-expertise/pdf/20170927BarometerInnovativePublicProcurementpdf.pdf,,"V-ICT-OR (the membership organization for those involved in ICT and information management at Flemish local governments) teamed up with Digipolis to launch a challenge for blockchain solutions for procurement. The project was used as a way to become acquainted with a new way of organising the procurement process. It was successfully implemented and the solution is currently being programmed.",National,Belgium,BE,Digipolis,Governmental,2017,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Auditing and logging","In development",Digipolis,Governmental
case,10007,70004,Project,"Public Procurement Advisory Unit Blockchain Project",http://chrisholmes.co.uk/wp-content/uploads/2017/11/Distributed-Ledger-Technologies-for-Public-Good_leadership-collaboration-and-innovation.pdf,,"A House of Lords report, highlighted the transformational impact that distributed ledger technology could have on public services - noting public procurement as one of the areas that could be transformed. According to the report, distributed ledger technology has the potential to provide greater visibility and understanding of the supply market, and enable moves towards a more distributed model for public sector buying. The report also notes the potential of smart contracts to enable a dynamic public procurement model.",National,"United Kingdom",GB,"House of Lords",Governmental,2017,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Auditing and logging","In development","House of Lords",Governmental
case,10007,70005,Project,"Government of Austria Blockchain Project",https://www.coindesk.com/austrian-government-backs-new-blockchain-research-institute,,"The Austrian government is supporting new research centres for blockchain. In a document outlining a digital roadmap for 2025, contracts process is identified as one of the potential uses of blockchain technology.",National,Austria,AT,"Austrian Government",Governmental,2018,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Auditing and logging","In development","Austrian Government",Governmental
case,10007,70006,Service,"Digipolis Antwerp, Smart procurement tool",https://antwerpen.digipolis.be/en/blog/Blockchain-projects-in-Antwerp,,"Digipolis, the IT agency for Antwerp, is developing a blockchain-based application together with its partner for the project, BallistiX, which will allow for the publication of a quotation request and submission and opening of quotations. It is believed that the use of blockchain will guarantee the reliability of each step of the procurement process, as they will be recorded in a transparent manner.",National,Belgium,BE,Digipolis,Governmental,2018,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Disintermediation and decentralised networks","In development",Digipolis,Governmental
case,10007,70007,Service,"Malta Information Technology Agency (MITA),  Smart Public Contracts",https://mita.gov.mt/en/ict-features/Pages/2018/Blockchain-the-potential-to-improve-public-services.aspx,,"Under the project, MITA and the University of Malta are collaborating to develop a first prototype of a smart contract with the aim of turring their public procurement contracts into smart contracts. The project will develop a smart contract which will automatically record events on the blockchain, a centralised database to record other events not on the blockchain, and a centralised web application to provide an interface with the smart contract and the centralised database.",National,Malta,MT,MITA,Governmental,2018,Yes,,"General public services",Procurement,Blockchain,Unknown,No,Yes,"Auditing and logging","In development",MITA,Governmental
case,10007,70008,Service,"Ministry of Public Administration, Big data project",http://www.mju.gov.si/en/media_room/news/8631/,,"The ministry collaborated with EMC Dell to implement a first pilot project exploring the opportunities of using big data to drive a data-driven public administration. Data on human resources, finance and public procurement was combined with external data sources. The results of the analysis showed that there was considerable potential for lowering costs related to public procurement.",National,Slovenia,SI,"Ministry of Public Administration",Governmental,2017,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Business intelligence",Pilot,"Ministry of Public Administration",Governmental
case,10007,70009,Service,"Procurement Monitoring Bureau, ZoomChart",https://zoomcharts.wordpress.com/2015/03/09/zoomcharts-on-the-procurement-monitoring-bureau-of-latvia-website/,,"The Procurement Monitoring Bureau of Latvia has integrated the ZoomChart software to provide a functional and visually stimulating information on procurement activities.",National,Latvia,LV,"Procurement Monitoring Bureau of Latvia",Governmental,2015,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Data visualisation","In production","Procurement Monitoring Bureau of Latvia",Governmental
case,10007,70010,Service,"Department of Mobility & Public Works, Medium for Economic Data, Information and Applications on Public Procurement (MEDIAAN)",https://www.vlerick.com/~/media/corporate-marketing/our-expertise/pdf/20170927BarometerInnovativePublicProcurement.pdf,,"MEDIAAN is an online platform that gathers a wide array of applications, databases, and other instruments related to pricing of public procurement contracts and cost engineering aspects with regard to infrastructure projects. It uses historical data from past tenders to provide the purchasing government support for pricing analysis, pricing assessment, and pricing review. The user can get analysis on various parameters - quantity, time, award procedure etc.",National,Belgium,BE,"Department of Mobility & Public Works",Governmental,2017,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Auditing and logging","In production","Department of Mobility & Public Works",Governmental
case,10007,70011,Service,"Agjencia Erokurimit Publik, Business intelligence project",http://www.app.gov.al/GetData/DownloadDoc?documentId=d782105f-29d1-42a6-af38-649d90be2179,,"Albania's public procurement agency undertook a project to augment the functionalities of its electronic procurement portal. As part of this, they developed a 'business intelligence' system for complex reporting and analysis. Other initiatives included an archiving system for completed procedures, automation of inventory and realization records etc.",National,Albania,AL,"Agjencia Erokurimit Publik",Governmental,2017,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Business intelligence","In production","Agjencia Erokurimit Publik",Governmental
case,10007,70012,Service,"IT Directorate, Ministry of Public Administration, SKRINJA 2.0",http://www.mju.gov.si/en/areas_of_work/information_and_communications_technology/,,"The ICT department of the Ministry of Public Administration is planning to implement a data warehouse and business intelligence system that shall be configured as a horizontal service on Government Computer Cloud till 2022 to promote data-driven decision making in public administration. The Ministry also handles the procurement activities of the country and therefore there is a prospect of utilising the system in the procurement procedures as well.",National,Slovenia,SI,"Ministry of Public Administration,",Governmental,2017,Yes,2022,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Business intelligence","In development","Ministry of Public Administration,",Governmental
case,10007,70013,Service,"Red flags",http://redflags.eu/,,"The European Commission funded project provides an interactive tool that allows for the monitoring of procurement processes. It automatically checks procurement documents and flags risky procurement documents using a special algorithm. Users can subscribe to receive alerts if risky procurements are published in their field of interest.",International,"European Union",,"Transparency International Hungary",Governmental,2015,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Auditing and logging","In production","Transparency International Hungary",Governmental
case,10007,70014,Service,"Agency for Public Management and eGovernment, Digital procurement program",https://www.supplychaindigital.com/company/difi-digitising-procurement,,"Under the program, the agency is first working on capturing all the data from transactions between suppliers and public buyers. Their plan for doing this involves setting up a system whereby invoices are automatically sent over the Peppol network to both the consumer and to DIFI, which stores them in a single database. The first step is to test this concept, through a first pilot due this year. The idea is that eventually this data can be used to help automate various parts of the procurement process. One initial hypotheses on how this could be done is automated categorisation of the product types that are being procured. It is thought that the data could also be used to provide input into the state budget.",National,Norway,NO,"Agency for Public Management and eGovernment",Governmental,2008,Yes,,"General public services",Procurement,"Data analytics",Large,No,Yes,"Auditing and logging","In production","Agency for Public Management and eGovernment",Governmental
case,10007,70015,Service,"Consip, Open data platform",https://dati.consip.it/,,"Consip wanted to publish data on all public tenders so that stakeholders can examine and analyse the data themselves. In order to do this they have set up an open data platform which runs on the open source CKAN cloud infrastructure platform.",National,Italy,IT,Consip,Governmental,2018,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Data access and reuse","In production",Consip,Governmental
case,10007,70016,Service,"ProZorro, Risk indicators",https://oecd-opsi.org/innovations/eprocurement-system-prozorro/,,"ProZorro is a hybrid electronic government e-procurement system created as the result of a partnership between business, government and the civil society in Ukraine. The system is an open source solution that makes use of the open contracting data standard. It works under the principle ""everyone can see everything"". The monitoring tools developed enable analysis of public procurement, with information displayed about each tender, buyer and government authority. The system monitors risks of corruption in real time, using algorithms to flag high risk cases based on risk indicators. An automated risk-indicator engine scans all active electronic tenders for non-compliance and irregularities. Risky transactions are selected for further monitoring.",National,Ukraine,UA,ProZorro,Governmental,2016,Yes,,"General public services",Procurement,"Data analytics",Large,No,Yes,"Auditing and logging","In development",ProZorro,Governmental
case,10007,70017,Service,"ProZorro, Bid prediction",https://ocdsanalytics.com/ua/prozorro/ai/docs/,,"The ProZorro team is using artificial intelligence and machine learning in its work with the aim of developing a model that would predict the likelihood of a tender happening and being succesful. Another tool is able to predict the probability that a particular tender participant will leave the platform before completing the tender.",National,Ukraine,UA,ProZorro,Governmental,2016,Yes,,"General public services",Procurement,"Artificial intelligence",Large,No,Yes,"Predictive systems",Pilot,ProZorro,Governmental
case,10007,70018,Service,"ProZorro, CPV Prediction",https://ocdsanalytics.com/ua/prozorro/ai/docs/examples/,,"Prozorro has developed an AI tool that can predict the correct CPV codes and unit of measurement. The tool has not yet been implemented. It aims to make the platforms that provide the user-interface for organisations using the Prozorro data easier to use, reducing mis-classifications and errors;",National,Ukraine,UA,ProZorro,Governmental,2016,Yes,,"General public services",Procurement,"Artificial intelligence",Large,No,Yes,"Predictive systems","In development",ProZorro,Governmental
case,10007,70019,Service,"DoZorro AI tool",https://ti-ukraine.org/en/news/dozorro-artificial-intelligence-to-find-violations-in-prozorro-how-it-works/,,"The monitoring portal DoZorro is a platform where each participant in the system (supplier, customer, controlling authority, citizen) can provide feedback to the government customer or supplier. The new version of the platform provides software, which through its AI capabilities, is able to identify tenders with a high risk of corruption. The results of the beta test of this system were that 26% more tenders with unfounded selection of the winner were identified, 37% more tenders with groundless disqualification, and 298% more with participants' conspiracy. The system is intended to complement and support the work done by experts - making their work more efficient.",National,Ukraine,UA,ProZorro,Governmental,2016,Yes,,"General public services",Procurement,"Artificial intelligence",Large,No,Yes,"Detection systems","In production",ProZorro,Governmental
case,10007,70020,Service,"Kommers (KAI) semantics check tool",http://www.primona.se/en/public-sector/our-modules-for-public-sector/kommers-kai/,,"An AI assistant is being integrated into the Primonas Kommers e-procurement platform. This tool can do a semantics check on requirements and other text in the procurement material which will decrease the risk of bidders misunderstanding the tender material and hence reduce the bidder risk. Kommers has public sector (as well as private sector) clients that will be able to access this functionality.",National,Sweden,SE,Primona,Private,2018,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Validation and benchmarking","In development",Primona,Private
case,10007,70021,Service,"ANAC, Machine learning tool",https://www.slideshare.net/FabianaLanotte/machine-learning-on-public-procurement-open-data-anac-case-study,,"The tool uses machine learning to identify hidden relationships between public administrations and private companies using unstructured information (such as public procurement titles) from the open data on public procurement.",National,Italy,IT,ANAC,Governmental,2018,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Detection systems","In production",ANAC,Governmental
case,10007,70022,Project,"State Treasury eInvoicing plans",https://ec.europa.eu/cefdigital/wiki/display/CEFDIGITAL/2018/06/13/Finland+is+using+AI+in+attempt+to+achieve+one-hundred+per+cent+eInvoicing,,"The State Treasury of Finland plans to automate eInvoice processing by utilising AI and robotics. It is believed that AI tools could analyse an invoice within seconds to find the necessary information such as an agreement number and amount. Currently, Finland has identified the most significant challenge to be that IT companies and other operators need to be aware of what data needs to be in the correct place to achieve ultimate automation goals.",National,Finland,FI,"State Treasury of Finland",Governmental,2018,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Process automation","In development","State Treasury of Finland",Governmental
case,10007,70023,Service,"YPO, Procurement Information Provider",https://www.ukauthority.com/articles/ypo-launches-procurement-chatbot/,,"YPO has introduced a chatbot - the Procurement Information Provider (PIP) to help public sector buyers navigate their way through YPO's services and discover the frameworks on offer. The chatbot can provide information from other areas of the website and direct users to relevant procurement teams.",National,"United Kingdom",GB,YPO,Governmental,2018,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,Chatbot,"In production",YPO,Governmental
case,10007,70024,Service,"Hansel Oy, Explore state spending",https://tutkihankintoja.fi/?lang=en,,"The ""explore state spending"" website (https://tutkihankintoja.fi/?lang=en) allows citizens and companies to explore data on government spending. Users can search according to different types of procurement spending (e.g. ICT procurement, administrative services, machinery, equipment and transport equipment, etc). AI technology is used in order to categorise the procurement spending. Other forms of analysis using AI technologies are also done on the data for the benefit just of procurement authorities.",National,Finland,FI,"Hansel Oy",Private,2019,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Data access and reuse","In production","Hansel Oy",Private
case,10007,70025,Service,"Hansel Oy, eNest solution",https://www.handi.fi/projektit/procurement-data/?lang=en,,"Under the new eNest solution, verification of information provided by suppliers against official records will be done automatically during the tendering process. The system will use the European Single Procurement Document as a standard, which will mean that service providers do not need to attach official records to tenders.",National,Finland,FI,"Hansel Oy",Private,2017,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Validation and benchmarking","In development","Hansel Oy",Private
case,10007,70026,Service,"Palkeet, RPA Project",https://www.palkeet.fi/ajankohtaista/pohjoismaat-kansainvalista-rpa-karkea.html,,"The Finnish Government Shared Services Centre for Finance and HR (Palkeet) have delivered a project aimed at automating business processes with software robotics. Tasks that have been automated include purchase invoice validation and supplier register maintenance etc. This was the first major Robotic Process Automation (RPA) implementation in Finnish public sector. The project is part of a wider digitalisation initiative by the Finnish government.",National,Finland,FI,"Finnish Government Shared Services Centre for Finance and HR",Governmental,2017,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Process automation","In development","Finnish Government Shared Services Centre for Finance and HR",Governmental
case,10007,70027,Service,"Ministry of Finance, mTender",https://mtender.gov.md/,,"With support from the EBRD, the Moldovan Government developed an open source electronic procurement system for electronic open tender, reverse auctions, aggregated procurement planning and online framework agreements. The system makes use of the open contracting data standard. It provides a fully digitised procurement planning tool, which reportedly automates (using robotic process automation) tracking of execution of contracts.",National,Moldova,MD,"Ministry of Finance",Governmental,2016,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Process automation","In production","Ministry of Finance",Governmental
case,10007,70028,Service,"Deutsche Bahn, 3D Printing",https://www.deutschebahn.com/en/Digitalization/DB_Digital/productworld/3dprint-1214672,,"At the end of 2015, Deutsche Bahn made use of its first 3D printed part - a coat hook. Since then, DB has printed more than 4,500 spare parts and other products. By the end of 2018, 15,000 were expected to have been produced. It prints spare parts for older vehicles or systems in the infrastructure sector, which are no longer or only with difficulty deliverable. These include, for example, ventilation grilles, headrests, coat hooks or cable boxes.",National,Germany,DE,"Deutsche Bahn",Governmental,2015,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"3d printing","In development","Deutsche Bahn",Governmental
case,10007,70029,Service,"Nederlandse Sporten, 3D Printing",https://nieuws.ns.nl/ns-zet-stap-in-de-wereld-van-3d-printen/,,"The partnership has actually been in place for several months. It initially allowed Dutch Railways to learn about and experiment with the possibilities of 3D printing and the quality of the parts that it could produce. The railway system selected and re-engineered a few parts, which were then 3D printed by DiManEx to the specifications provided by Dutch Railways. Mandatory quality control tests were then performed, and the approved part was then used in trains.",National,Netherlands,NL,"Nederlandse Sporten",Private,2018,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"3d printing","In development","Nederlandse Sporten",Private
case,10007,70030,Service,"Material Stock Logistic Command of the Dutch Army, 3D Printing roadmap",https://www.dimanex.com/2018/05/14/dutch-army-starts-cooperation-with-dimanex-to-solve-spare-part-supply-challenges-with-an-end-to-end-service-for-3d-manufacturing/,,"Additive Manufacturing (AM), also known as ""3D printing,"" is a technology that has advanced considerably in recent years. The Dutch Ministry of Defense has been experimenting with the technology for some time. Their ambition is to embed AM into their operations in a streamlined manner. In order to do so, the army's Material Stock Logistic Command (MatLogCo) has recently presented a roadmap for implementation. A new AM Center will be created within this command division to foster capacity and knowledge building, aiming to cover the institution's needs in the field of AM.",National,Netherlands,NL,"Material Stock Logistic Command of the Dutch Army",Governmental,2018,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"3d printing","In development","Material Stock Logistic Command of the Dutch Army",Governmental
case,10007,70031,Project,"Agency for Nature and Forestry (ANB) and Department for Mobility and Public Works (MOW), Public spatial planning projects",http://www.innovatieveoverheidsopdrachten.be/en/projects/public-spatial-planning-projects-augmented-and-virtual-reality,,"The agencies are looking into how AR/VR could be used to visualise ""Large-scale road works, urban development projects, landscape preservation or nature development project"". These technologies would be used to enable citizens to experience the project in a virtual way. The feedback from citizens from this experience would be ""collected and lead to useful input and timely adjustments"".",National,Belgium,BE,"Agency for Nature and Forestry (ANB) and Department for Mobility and Public Works (MOW)",Governmental,2018,Yes,,"General public services",Procurement,"Augmented reality / virtual reality",Unknown,No,Yes,"Virtual models","In development","Agency for Nature and Forestry (ANB) and Department for Mobility and Public Works (MOW)",Governmental
case,10007,70032,Service,"Helsinki city council, Urban planning project",https://vttblog.com/2018/01/08/augmented-reality-urban-data-and-the-related-opportunities/,,"VTT Technical Research Centre in Finland, has developed mobile AR tools which allow city planners to see the buildings that they are providing or declining approval for. These tools have been used by Helsinki city council planners when assessing the development of several buildings within the city, including a tower and a hotel.",National,Finland,FI,"Helsinki City Council",Governmental,2018,Yes,,"General public services",Procurement,"Augmented reality / virtual reality",Unknown,No,Yes,"Virtual models","In production","Helsinki City Council",Governmental
case,10007,70033,Service,"Digibygg, Digitised construction project",http://www.bygg.no/article/1381510?image=dp-image121202-1381521,,"The Digibygg project is a pilot project for testing the use of a number of different digital tools for construction. As part of this project a utility station and 24-hour rest room was constucted in a project that was described as the ""most digital building project of all time"". One of the digital technologies tested was the use of VR and AR in order to visualise the building.",National,Norway,NO,Digibygg,Governmental,2019,Yes,,"General public services",Procurement,"Augmented reality / virtual reality",Unknown,No,Yes,"Virtual models",Pilot,Digibygg,Governmental
case,10007,70034,Service,"Statsbygg, Imerso pilot project",https://www.dn.no/morgendagens-naringsliv/imerso/statsbygg/sarah-muller/hun-sjekket-hver-millimeter-av-12000-kvadratmeter-pa-en-dag/2-1-428362,,"This project with Imerso involves the use of digital models to ensure that the building being constructed matches the initial plans. The project makes use of laser scanners to check the conformity of the building. Statsbygg believe that this technology can produce savings ""in the hundred million"" as it can prevent snowballing errors in construction.",National,Norway,NO,Statsbygg,Governmental,2018,Yes,,"General public services",Procurement,"Internet of things",Unknown,No,Yes,"Virtual models",Pilot,Statsbygg,Governmental
case,10007,70035,Service,"Competition and Markets Authority, Cartel screening tool",https://www.gov.uk/government/publications/screening-for-cartels-tool-for-procurers,,"The Competition and Markets Authority has produced a free tool to help spot unusual bidder behaviour and pricing patterns identified in past cartels. It will indicate which, if any, of your procurement exercises show any signs of bid-rigging.",National,UK,,"Competition and Markets Authority",Governmental,2017,Yes,,"General public services",Procurement,"Data analytics",Unknown,No,Yes,"Auditing and logging","In production","Competition and Markets Authority",Governmental
case,10007,70036,Project,"Estonian Blockchain Technology",https://toolbox.estonia.ee/media/1921,,"2017 - data embassy in Luxembourg was established. Data Embassy is an extension in the cloud of the Estonian government, which means the state owns server resources outside its territorial boundaries. This is an innovative concept for handling state information, since states usually store their information within their physical boundaries. Data Embassy resources are under Estonian state control. They are secured against cyberattacks or crisis situations with Blockchain technology and are capable of not only providing data backups, but also operating the most critical services.",National,Estonia,EE,"Estonian Government",Governmental,2017,Yes,,"General public services",Procurement,Blockchain,Unknown,Yes,Yes,Cybersecurity,"In production","Estonian Government",Governmental
case,10007,70037,Service,SUVE,https://www.valitsus.ee/en/news/chatbot-will-help-you-find-answers-your-questions-about-crisis,,"The websites of several government agencies now have Suve, an automated chatbot which provides answers to frequently asked questions about the emergency situation and the coronavirus. The chatbot provides answers to questions in Estonian and English and uses information from the official sources of government agencies.",National,Estonia,EE,"Estonian Government",Governmental,2020,Yes,,Health,Information,"Artificial intelligence",Unknown,No,No,Chatbot,"In production","Estonian Government",Governmental
case,10007,70038,Service,Kratid,https://www.kratid.ee/in-english,,"The Information System Authority of Estonia is using machine learning for detecting anomalies and incidents on the traffic of the Estonian data exchange layer - X-Road.  Predictive analytics is used to decide where to send the police for traffic regulation. The system is well used in cities; however the algorithm does not yet work well in rural areas.  The Estonian Unemployment Insurance Fund matches job seekers with open positions using AI. It helps job seekers get matched with the right job. The current job matching algorithm is developed further with job seeker profiling algorithm.  Estonian Agricultural Registers and Information Board is using machine learning to detect land mowing. Satellite images are analysed to detect whether agricultural land has been mowed. This is necessary as mowing land is one of the requirements for receiving government grants. Before satellite image analysis this work was carried out manually using on-spot control.  In line with the Digital Agenda 2020 for Estonia, the government encourages the use of AI applications and test projects. The aim is to have at least 50 use cases in public sector by 2020. Interestingly, Estonia has also launched a task force to collect ideas from the general public on how to best make use of AI for the development of Estonia's economy and state.",National,Estonia,EE,"Information System Authority",Governmental,2019,Yes,,"General public services",Procurement,"Artificial intelligence",Unknown,No,Yes,"Predictive systems","In production","Information System Authority",Governmental
